Sr. No.,City,bank,Address,,
271,Baroda,ICICI,"GF 30, Silver Coin, Opp Bhavans School, Makarpura, Baroda - 390009. Tel: 641782.",,
272,Baroda,ICICI,"Kunj, Upper Ground Floor, Kunj Resi cum Plaza, Rajmahal, Baroda.",,
273,Baroda,ICICI,"Kunj, Upper Ground Floor, Kunj Resi cum Plaza, Rajmahal, Baroda.",,
274,Baroda,ICICI,"Ground floor, Sannidhya, Manorath Society, Near Chanakyapuri Char Rasta ",,
275,Baroda,ICICI,"Ambalal Sarabhai Enterprises Ltd., Wadi Wadi, P O Box 231, Baroda - 390023. ",,
276,Baroda,IDBI,"Jai Ranchhod Complex,","58, Ambalal Park Society,",
277,Baroda,IDBI,"G-9. Siddhi Vinayak Complex, ","Opp. Panchratna Complex, ",
278,Baroda,HDFC,Arun Complex ,36 Alkapuri Society   ,R.C. Dutt Road 
279,Baroda,HDFC,Arun Complex,36 Alkapuri Society   ,R.C. Dutt Road 
280,Baroda,HDFC,"G-6 , Silver Coin ", Opposite Bhavan's School , Near Makarpura Police Chowky
281,Baroda,HDFC,"Shop No. 56 , Ground Floor  ",Arpan Complex  ,Nizampura
282,Baroda,HDFC,"Shop No. 7 , Vishwamohini Complex ",Near Pancharatna Aptt.,Shubhanpura
283,Baroda,HDFC,"c/o HDFC Limited , Ground Floor","Nand Complex , Ajwa Waghodia Link Road",Near Dhabhoi Dasalad Bhawan
284,Baroda,HDFC,Vardan Complex,"Opp V S Hostel , VIP Road",Karelibaug
285,BARODA,CENTURIAN,"Productiivity road, Alkapuri",,
286,BARODA,CENTURIAN,"Subhanpura Road, ",,
287,Baroda ,IDBI,Concorde,"R.C. Dutt Road,",
288,Baroda ,IDBI,"Jay Complex,",Opp. Deluxe Society,
289,Baroda ,IDBI,"Silver Coin Building, Shop No.33","Opp. Bharatiya Vidya Bhavan School, ",
290,Batala,BOP,"Shop No. 168 & 169, Jalandhar Road, Batala",,
291,Batinda,BOP,"3037, Guru Kashi Marg",,
292,Bharuch,HDFC,"HDFC Bank, Narayan Square", Beside Octroi Naka," Link Road , Nandelav "
293,Bharuch,HDFC,Shop No. 8  ,Shalimar Talkies  ,Station Road 
294,Bhatinda,ICICI,"Shop no 4576, Dhobi Bazar, Dev Samaj Chowk, Bathinda",,
295,Bhatinda,ICICI,"Swadesh Complex 2908/1/A/1. G.T.Road, Bhatinda",,
296,Bhatinda,ICICI,"Swadesh Complex 2908/1/A/1. G.T.Road, Bhatinda",,
297,Bhavnagar,IDBI,"G-10, Radhe Shyam Complex",Wagh Wadi Road,
298,Bhavnagar,HDFC,Gopi Arcade,Opp Thakteshwar Post Office,Waghawadi
299,Bhilai ,IDBI,19 Priyadarshini Parisar,Nehru Nagar Square,
300,Bhilai ,IDBI,"Near BTI Fencing,","Ispat Bhavan Chowk, ",
301,Bhopal,ICICI,"E5/18, Arera Colony, Bhopal 462016",,
302,Bhopal,ICICI,"E - 8, Housing Board Shopping Complex, Bharat Nagar, Bhopal.",,
303,Bhopal,ICICI,"Devika Petrol Pump, HPCL, Arera Colony, Near Bittan market, Bhopal",,
304,Bhopal,ICICI,"Filmore Service Centre, (HPCL), Link Road No. 1, Near New Market , T.T.Nagar, Bhopal ",,
305,Bhopal,ICICI,"H.P. Autocentre, HPCL, Near Mansarovar Public School, Kolar Road, Bhopal",,
306,Bhopal,ICICI,"ICICI  Centre, Ground Floor, Shop No  G-204 & 205,  Plot Nos 193 & 194, Zone I, Surya Tower, Bhopal, Madhya Pradesh",,
307,Bhopal,ICICI,"Janta Sales & Service Station, BPCL, Bairagarh, Bhopal",,
308,Bhopal,ICICI,"Prabha Service Station, (HPCL) Shastri Nagar , Near P & T Square , Bhopal",,
309,Bhopal,ICICI,"Sajjad Hussain Automotive Service Station, BPCL Pump, Hamidia Road ,  Near Alpana Talkies , Bhopal",,
310,Bhopal,ICICI,"MIG.13/3A, Saket Nagar, Habibganj, Panchwati Market, Saket Nagar, Bhopal",,
311,Bhopal,ICICI,"Plot No. H - 7, B - Sector, Sonagiri, Bhopal - 462021.",,
312,Bhopal,ICICI,"19 Avinash Complex, Sultania Road, SBI Square, Bhopal - 462001. ",,
313,Bhopal,UTI,"BHOPAL : Plot no. 165-A & 166, Zone 1, M.P. Nagar, Bhopal- 462 011.",,
314,Bhopal,UTI,"BHEL, In front of Jubilee Gate, Indrapuri, Bopal- 21.",,
315,Bhopal,UTI,"Shapura Area Colony : ""Priyadarshini"" Super Store,Bittan Market, Arera Colony,Bhopal - 462016.",,
316,Bhopal,UTI,"MRIGNAYANI MARKET, T.T. Nagar, Bhopal.",,
317,Bhopal,UTI,"KOH-E- FIZA, Reliable House, Airport Road, Bhopal - 1",,
318,Bhopal,UTI,"SHAKTI NAGAR : 415,Shaktinagar,Bhopal-462024.",,
319,Bhopal,HDFC,E -1 / 57,Arera Colony,
320,Bhopal,HDFC,Number 6," , Zone – 2 , ",M P Nagar
321,Bhopal,HDFC,Shop No. 1,"Avinash Complex , Sultania Road",Koh-e-fiza
322,Bhopal,HDFC,"Shop No. 1 , Ground Floor","Sarla Tower , H-7 , B-Sector, Sonagiri",Sonagiri
323,BHOPAL,CENTURIAN,"PlotNo.07, Zone -II (near Lake City)",,
324,Bhopal ,IDBI,"Plot NO. 43, Opp. Rang Mahal",New Market,
325,Bhopal ,IDBI,"Vijay Market, Berkhera,","BHEL,",
326,Bhopal ,IDBI,"Shop No. 13, Nadra Complex,","Sultania Road, SBI Square,",
327,Bhopal ,IDBI,"Shop no. 3,","Gyan Complex, Plot no.6,",
328,Bhopal ,IDBI,"Shop No. 4, Vijaya Complex, ","10 No Market, ",
329,Bhubaneshwar,ICICI,"Rajdhani filling Station, Behind Main Market Building, Ashoknagar, Unit II, Bhubaneshwar - 751009. ",,
330,Bhubaneshwar,ICICI,"BPCL Pump Chandrashekharpur, COCO (R.O), Chandrashekharpur, Bhubaneshwar - 751016. ",,
331,Bhubaneshwar,ICICI,"Opp. Sreya Talkies, Unit No.3, Off Janpath, Bhubaneshwar - 751 001.",,
332,Bhubaneshwar,ICICI,"M/s. Freedom Filling Outlet, Near Rajiv Bhawan, Orissa Secretariate, Keshari Nagar, Bhubaneshwar",,
333,Bhubaneshwar,ICICI,"Plot no 99, Unit 3, Bhubaneshwar - 751 001.",,
334,Bhubaneshwar,ICICI,"No E/4, Infosys City, Chandaka, Bhubaneshwar - 751013.",,
335,Bhubaneshwar,ICICI,"Plot No. N/1/70, Nayapalli, Near Planetorium, OCAC Building, NH-5, Bhubaneshwar - 751013. ",,
336,Bhubaneshwar,ICICI,"Directorate Of Distance & Continuance Education, Utkal University, Vanivihar, Bhubhaneshwar – 751004. ",,
337,Bhubaneshwar,UTI,"BHUBANESHWAR : Archbishop's House, Satyanagar, Bhubaneswar- 751 007.",,
338,Bhubaneshwar,UTI,"NAYAPALLY, Krishna Towers, Opp. Iskon Temle, NH-5, Nayapally, Bhubaneswar - 751 012.",,
339,Bhubaneshwar,UTI,"RAVI TALKIES SQUARE, Siddharth Tower, Sattyanagar, Lewis Road, Bhubaneswar - 751 012.",,
340,Bhubaneshwar,UTI,"BOMIKHAL RASULGARH, Plot No. 426, Bomikhal P. O, Rasulgarh, Bhubaneswar - 751 010",,
341,Bhubaneshwar,UTI,"Suryanagar,Bhubaneshwar",,
342,Bhubaneshwar,UTI,Chandrasekharpur,,
343,Bhubaneshwar,UTI,"Bhubneswar Club,Unit VI",,
344,Bhubaneshwar,UTI,BARMUNDA : Bhubaneshwar ,,
345,Bhubaneshwar,UTI,NIRMALA TOWERS : Bhubaneshwar,,
346,BHUBANESHWAR,CENTURIAN,"Hotel Aryaprava Bldg., Ashok Nagar.",,
347,BHUBANESHWAR,CENTURIAN,"Ward-30, Acharyavihar, Bhubanehwar-751013",,
348,Bhubaneswar,IDBI,IDBI House,"Janpath, Unit – IX",
349,Bhubaneswar,IDBI,"Hotel Crystal complex,","Plot No.-D,",
350,Bhubhaneshwar,HDFC,Junction of Janpath & Gandhi Marg ," Kharavelanagar , Unit – III ,",New Capital
351,Bhubhaneshwar,HDFC,NA - 238,IRC Village,Nayapalli
352,Bhubhaneshwar,HDFC,Plot No. 5,Gopabandhu Chak,Unit - 8
353,Bhubhaneshwar,HDFC,Shop No. 12,"Rajendra Vihar , ""D"" Block",Forest Park
354,Bhuj,ICICI,"Siddhachal, Hospital Road, Bhuj - Kutch  371 001.",,
355,Boisar,ICICI,"First Flr, Jagdish Enclave, Boisar - Tarapur Rd, Boisar - 401501, Dist. Thane ",,
356,CALCUTTA,SCG,"19, NETAJI SUBHAS ROAD",,
357,CALCUTTA,SCG,"41, CHOWRINGHEE ROAD",,
358,CALCUTTA,SCG,"CF, 347 SECTOR I",,
359,CALCUTTA,SCG,"17, S.A. NALINI RAJAN AVENUE",,
360,CALCUTTA,SCG,"163, RASH BEHARI AVENUE",,
361,CALCUTTA,SCG,"21, A SHAKESPEARE SARANI",,
362,CALCUTTA,SCG,"139C, BIDHAN SARANI",,
363,CALCUTTA,SCG,"14, NETAJI SUBHAS ROAD",,
364,CALCUTTA,SCG,"31, CHOWRINGHEE ROAD",,
365,CALCUTTA,SCG,AB-17  SECTOR 1,,
366,CALCUTTA,SCG,208 RASH BEHARI AVENUE,,
367,CALCUTTA,SCG,21A R G KAR ROAD,,
368,Calicut,ICICI,"P.B. No.96, Shafeer Complex, Door No. 6/975, A and B, Kannur Road, Calicut, Kozhikode - 673 001",,
369,Calicut,ICICI,"P.B. No.96, Shafeer Complex, Door No. 6/975, A and B, Kannur Road, Calicut, Kozhikode - 673 001",,
370,Calicut,ICICI,"Velluthedath House, Mavoor Road, Next to Medical College, Calicut, P.O. 8",,
371,Calicut,HDFC,Malabar Palace  ,17/1868 G H Road,
372,Calicut,HDFC,"3/101 , B7 Putherpurayil Building",Nadakkavu,Kannur Road
373,Calicut,HDFC,30/737 C,Near Medical College,
374,CALICUT,CENTURIAN,"Bye Pass Road, Near Baby Memorial",,
375,CALICUT,CENTURIAN,"Koyenco Centre, Chevayur Junction",,
376,CALICUT,CENTURIAN,"West Nadakkavu, Calicut",,
377,Chandigarh,ICICI,"Accountant General Office, Sector 17, Chandigarh - 160017.",,
378,Chandigarh,ICICI,"Accountant General Office, Sector 17, Chandigarh - 160017.",,
379,Chandigarh,ICICI,"Air Force Station,  12 Wing Air Force, Near CSD Canteen, Chandigarh - 160003.",,
380,Chandigarh,ICICI,"Air Force Station,  12 Wing Air Force, Near CSD Canteen, Chandigarh - 160003.",,
381,Chandigarh,ICICI,"Civil Secreterial Haryana government, Sector 1, Chandigarh - 160001. ",,
382,Chandigarh,ICICI,"Shop No.81, Modern Housing Complex, Main Market, Mani Majra, Chandigarh.",,
383,Chandigarh,ICICI,"Office of AG (A&E), Haryana, Lekha Bhawan, Plot No 4 & 5, Sector 33 - B, Chandigarh - 160047",,
384,Chandigarh,ICICI,"177-D, Industrial area, Phase I, Chandigarh - 160002",,
385,Chandigarh,ICICI,"Punjab State Civil Supplies Corpn Ltd., Sector - 34, Chandigarh.",,
386,Chandigarh,ICICI,"Punjab State Civil Supplies Corpn Ltd., Sector - 34, Chandigarh.",,
387,Chandigarh,ICICI,"Booth No.89, Sector - 15 D, Chandigarh - 160 015.  ",,
388,Chandigarh,ICICI,"Booth No.5, Sector - 19 D, Chandigarh - 160019.",,
389,Chandigarh,ICICI,"Shop No. 58, Sector - 22 D, Chandigarh - 160 022.",,
390,Chandigarh,ICICI,"Shop No 81, Sector 31, Chandigarh - 160047",,
391,Chandigarh,ICICI,"Shop No. 33 Sector 34C, Chandhigarh",,
392,Chandigarh,ICICI,"ICICI  Centre, SCO-421 & 422, Sector 35-C, Chandigarh",,
393,Chandigarh,ICICI,"SCO 485-486, Sector 35C, Chandigarh - 160 022",,
394,Chandigarh,ICICI,"Booth No 243, Sector 7 - C, Chandigarh - 160036.",,
395,Chandigarh,ICICI,"S.C.O. 9,10 & 11, Sector 9-D, Madhya Marg, Chandigarh – 160 017",,
396,Chandigarh,ICICI,"S.C.O. 9,10 & 11, Sector 9-D, Madhya Marg, Chandigarh – 160 017",,
397,Chandigarh,UTI,"CHANDIGARH : SCO 20-21-22, Sector 34-A, Chandigarh - 160 022",,
398,Chandigarh,UTI,"BOOTH NO.1 : Sector 10 , Chandigarh.",,
399,Chandigarh,UTI,"Booth No. 426, Sector 44 D, Chandigarh.",,
400,Chandigarh,UTI,"Booth No. 101, Phase IX, S.A.S. Nagar Mohali.",,
401,Chandigarh,UTI,"SCF 38/Section 19-D, Chandigarh",,
402,Chandigarh,BOP,Sector - 15,,
403,Chandigarh,BOP,Sector - 19,,
404,Chandigarh,BOP,Sector - 28,,
405,Chandigarh,BOP,"SCO 405-406, Sector - 35-C",,
406,Chandigarh,BOP,Sector - 37,,
407,Chandigarh,BOP,Sector - 44,,
408,Chandigarh,BOP,"SCO, 46-47, Sector - 9-D",,
409,Chandigarh,BOP,"Modern Housing Complex, Manimajra, Chandigarh",,
410,Chandigarh,BOP,"Sec-32 SCO-288, Sec 32 D",,
411,Chandigarh,HDFC,SCO 371/372 ,Sector 35B ,
412,Chandigarh,HDFC,SCO 78-79 ,Sector 8-C ,Madhya Marg 
413,Chandigarh,HDFC,SCO 371/372,Sector 35B ,
414,Chandigarh,HDFC,Shop No. 122 , Sector - 37C ,
415,Chandigarh,HDFC,Shop No. 77 , Manimajra Housing Complex , Manimajra 
416,Chandigarh,HDFC,Booth No. 4 ,Sector – 10 – C,
417,Chandigarh,HDFC,Booth No. 350 ,Sector – 44 – D,
418,Chandigarh,HDFC,Booth No. 10 , Sector – 22 – D,
419,Chandigarh,HDFC,Booth No. 3  ,Sector – 15 – C,
420,Chandigarh,HDFC,3 Birdy Golf Hut,3 BRD ,Air Force Station
421,Chandigarh,HDFC,Booth No. 6,Sector - 46,
422,Chandigarh,HDFC,"SCO 13 , 14 & 15",Sector - 34 A,
423,Chandigarh,HDFC,CTO ,"First Floor , GPO",Sector - 17
424,Chandigarh,HDFC,Shop No. 22,AWA Shopping Complex,Chandimandir
425,CHANDIGARH,CENTURIAN,"SCO No. 52-53, Sector 9-D",,
426,CHANDIGARH,CENTURIAN,"Sector 10,  Chandigarh",,
427,Chandigarh,HSBC,"SCO1, Sector 9-D, Chandigarh 160 017",,
428,Chandigarh ,IDBI,"SCO 55 - 56 - 57, ","Madhya Marg,",
429,Chandigarh ,IDBI,"Booth no-381, ",Sector - 32 C & D,
430,Chandigarh ,IDBI,Booth No 116,Sector-37-C,
431,Chandigarh ,IDBI,"Booth No 34,",Sec-22 D,
432,Changanacherry,ICICI,"ICICI Bank Branch, P.B. No. 96, Near, S.B. College, Silver Plaza Building, M.Road, Changanacherry - 686101",,
433,Changanacherry,ICICI,"ICICI Bank Branch, P.B. No. 96, Near, S.B. College, Silver Plaza Building, M.Road, Changanacherry - 686101",,
434,Chennai,ICICI,"Vidya Mandir Senior Secondary School, IV Main Road, Gandhi Nagar, Adyar,Chennai 600 020",,
435,Chennai,ICICI,"Vidya Mandir Senior Secondary School, IV Main Road, Gandhi Nagar, Adyar,Chennai 600 020",,
436,Chennai,ICICI,"B-2, 14,A.K.Swamy Nagar, 1st Street, Kilpauk, Chennai - 600010 ",,
437,Chennai,ICICI,"B-2, 14,A.K.Swamy Nagar, 1st Street, Kilpauk, Chennai - 600010 ",,
438,Chennai,ICICI,"Ground Floor, 395, MTH Road, Ambattur, Chennai - 600 053.",,
439,Chennai,ICICI,"A-78, Plot No.3211, 3rd Avenue, Anna Nagar, Chennai 600 102 ",,
440,Chennai,ICICI,"A-78, Plot No.3211, 3rd Avenue, Anna Nagar, Chennai 600 102 ",,
441,Chennai,ICICI,"Ashok Nagar Branch, Ground Floor, 25, First Avenue, Ashok Nagar, Chennai - 83.  ",,
442,Chennai,ICICI,"Ashok Nagar Branch, Ground Floor, 25, First Avenue, Ashok Nagar, Chennai - 83.   ",,
443,Chennai,ICICI,"Ground Floor, Asokan Manor, 12, Second Cross Street, Trustpuram, Kodambakkam, Chennai - 600 024",,
444,Chennai,ICICI,"7 Bazuliah Road, T. Nagar, Chennai - 600017",,
445,Chennai,ICICI,"7 Bazuliah Road, T. Nagar, Chennai - 600017",,
446,Chennai,ICICI,"E/36, II Avenue,  Besant Nagar, Chennai-  600 090",,
447,Chennai,ICICI,"Ground Floor, Ceebros Centre, 45 Montieth Road, Egmore, Chennai - 600 008.",,
448,Chennai,ICICI,"Ground Floor, Regional Office, Century Plaza, 560 -562, Anna Salai, Chennai - 600 018",,
449,Chennai,ICICI,"Ground Floor, Regional Office, Century Plaza, 560 -562, Anna Salai, Chennai - 600 018",,
450,Chennai,ICICI,"Link Building, Kamaraj Domestic Terminal Airport, Meenambakkam, Chennai 600 027",,
451,Chennai,ICICI,"121, Egmore High Road, Egmore, Chennai-600 008",,
452,Chennai,ICICI,"EID Parry, Dan House, Chennai 600 001",,
453,Chennai,ICICI,"Spencers Plaza, Food World, Anna Salai, Chennai.",,
454,Chennai,ICICI,"No.98, Avvai, Shanmugham, Royapettah, Chennai - 14.",,
455,Chennai,ICICI,"No.25 / 1, Arunachalam Road, Saligaramam, Chennai - 93.",,
456,Chennai,ICICI,"ICICI Bank ATM Centre, Ground Floor, Old. No. 124, New No.142, G.S.T. Road, Chrompet, Chennai - 600044",,
457,Chennai,ICICI,"ICICI Bank ATM Centre, Gr. Fl. Old No. 51, New No.35, Gandhi Manddapam Road, Kotturpuram, Chennai - 600085",,
458,Chennai,ICICI,"75, Gangadeeswarar Koli Street, Purasawalkam, Chennai-600004",,
459,Chennai,ICICI,"75, Gangadeeswarar Koli Street, Purasawalkam, Chennai-600004",,
460,Chennai,ICICI,"49 - 50, Nelson Manickam Road, Aminjikkarai, Chennai - 29.",,
461,Chennai,ICICI,"Infosys Technologies, No.138, Sholinganallur,  Old mahabalipuram Road, Chennai - 600119.",,
462,Chennai,ICICI,"2, Kalidasar Street, East Tambaram Chennai -600059",,
463,Chennai,ICICI,"1 Eldams Road, Alwarpet, Chennai - 600 018.",,
464,Chennai,ICICI,"1 Eldams Road, Alwarpet, Chennai - 600 018. ",,
465,Chennai,ICICI,"Kesavan Ent. IOCL Pump, AA 13, Anna Nagar, Chennai - 40. ",,
466,Chennai,ICICI,"No 480, Anna Salai, Khivraj Complex, Nandanam, Chennai - 600 035.",,
467,Chennai,ICICI,"Mummy Daddy, Ground Floor, 237/ A, Kilpauk Gardens, Kilpauk, Chennai",,
468,Chennai,ICICI,"Lucas TVS, Annapurna No. 3, 17 Street, Nanganallur, Chennai 600061",,
469,Chennai,ICICI,"Lucas TVS, Annapurna No. 3, 17 Street, Nanganallur, Chennai 600061",,
470,Chennai,ICICI,"Shop No 4, Ground Floor, Manavalan Nagar, Poonamallee High Road, Thiruvallur, Chennai",,
471,Chennai,ICICI,"Madras Refineries Ltd., Manali, Chennai 600 068",,
472,Chennai,ICICI,"Old No. 29, New No.2, Lady Madhavan Road, Chennai - 34. ",,
473,Chennai,ICICI,"12, Venkatakrishna Road, Mandaveli, Chennai - 600028. ",,
474,Chennai,ICICI,"Ground Floor, 3/6, Maraimalainagar, Chennai - 603109",,
475,Chennai,ICICI,"106/109, Mac Commerce Park, Anna Salai, Guindy, Chennai - 32.",,
476,Chennai,ICICI,"Karumuthu Nilayam, 758, Anna Salai, Chennai - 600 002",,
477,Chennai,ICICI,"Basement Shop No. 5, Door No. 6, MTH Road, Villivakkam, Chennai - 600 049.",,
478,Chennai,ICICI,"Basement Shop No. 5, Door No. 6, MTH Road, Villivakkam, Chennai - 600 049.",,
479,Chennai,ICICI,"200/1, R H Rd., Mylapore, Chennai - 600 004",,
480,Chennai,ICICI,"10, Chamiers Rd., Nandanam, Chennai-600 035",,
481,Chennai,ICICI,"Annapurna No. 3, 17th Street, Nanganallur, Chennai  600 061",,
482,Chennai,ICICI,"Nilgiris Nest, No.58, Dr.Radhakrishnan Road, Mylapore, Chennai - 600 004. ",,
483,Chennai,ICICI,"110, Prakash Presidium, Nungambakkam High Road, Madras – 600 034.",,
484,Chennai,ICICI,"110, Prakash Presidium, Nungambakkam High Road, Madras – 600 034.",,
485,Chennai,ICICI,"Plot No.85-87 and 98-100, SIDCO Industrial Estate, Alathur, Kancheepuram Dist. - 603110. ",,
486,Chennai,ICICI,"BPCL Outlet, S.L. Narsimhan, P.H.Road, Chennai - 600084 ",,
487,Chennai,ICICI,"105 , Singapore Plaza, Paper Mills Road, Perambur, Chennai - 11. ",,
488,Chennai,ICICI,"105 , Singapore Plaza, Paper Mills Road, Perambur, Chennai - 11. ",,
489,Chennai,ICICI,"HPCL Outlet, Chinthamani Co-operative Housing Society, Pondy Bazaar, Chennai",,
490,Chennai,ICICI,"No.60, Lattice Bridge Road, Indira Nagar, Adyar, Chennai - 600 020.  ",,
491,Chennai,ICICI,"No.60, Lattice Bridge Road, Indira Nagar, Adyar, Chennai - 600 020.  ",,
492,Chennai,ICICI,"Ramco Systems, 5, Sardar Patel Road, Adyar, Chennai 600 113",,
493,Chennai,ICICI,"Ground Floor, Rani Seethai Hall, 603, Anna Salai, Chennai - 600 006.",,
494,Chennai,ICICI,"Royal Enfield Motors, A Unit of Eicher Limited, Thiruvottiyur High Road, Thiruvotiyur, Chennai - 600 019",,
495,Chennai,ICICI,"No 133, Santhome High Road, Chennai - 4",,
496,Chennai,ICICI,"Manasarovar Towers, 271 / A, Teynampet, Chennai - 18.",,
497,Chennai,ICICI,"12 C P Ramaswamy Road, Alwarpet, Chennai - 18.",,
498,Chennai,ICICI,"Shanti Service Station, GST Road, Meenambakkam, Chennai - 27.",,
499,Chennai,ICICI,"Shanti Service Station, GST Road, Meenambakkam, Chennai - 27.",,
500,Chennai,ICICI,"Ground Floor, Old No. 82, New No. 167. NSC Bose Road, Sowcarpet, Chennai - 600 079.",,
501,Chennai,ICICI,"Sundaram Clayton Bricks Div., Padi Chennai 600034",,
502,Chennai,ICICI,"Sundaran Fasteners Ltd., Padi, Chennai - 50. ",,
503,Chennai,ICICI,"1, Cenotaph Road, Teynampet, Madras - 600 018",,
504,Chennai,ICICI,"1, Cenotaph Road, Teynampet, Madras – 600 018",,
505,Chennai,ICICI,"57/ 2B, East Coast, Near Vitan Showroom, Thiruvanmiyur, Chennai – 600 041.",,
506,Chennai,ICICI,"First Floor, Tidel Park, 4 Canal Bank Road, Taramani, Chennai - 600 113.",,
507,Chennai,ICICI,"ICICI Bank Ltd., First Floor, Tidel Park Ltd., 4, Canal Bank road., Taramani, Chennai - 600113",,
508,Chennai,ICICI,"Ground floor, University of Madras, Centenary Building, Chepauk, chennai - 600 005.",,
509,Chennai,ICICI,"Shree A.Ganeshan Matriculation School, 37 Velachery Road, Vijayawada, Velachery, Chennai",,
510,Chennai,ICICI,"Vidyodaya School Extension Counter, Off Tirumalai Road, T. Nagar, Chennai 400 017",,
511,Chennai,ICICI,"Vidyodaya School Extension Counter, Off Tirumalai Road, T. Nagar, Chennai 400 017",,
512,Chennai,ICICI,"48, Arya Gowda Road, West Mambalam, Chennai 600033",,
513,Chennai,ICICI,"48, Arya Gowda Road, West Mambalam, Chennai 600033",,
514,Chennai,ICICI,"Wipro Technologies, Sholinganallur, Old Mahabalipuram Road, Chennai - 600119",,
515,Chennai,UTI,"CHENNAI : 82, Dr. Radhakrishnana Salai, Chennai- 600 004.",,
516,Chennai,UTI,"R A PURAM, 14/2, Venkatakrishna Main Road, ",,
517,Chennai,UTI,"UTI EXT. COUNTER, RAJAJI SALAI :Chennai 600 001 ",,
518,Chennai,UTI,"WALLEHAJ ROAD, No.35, Triplicane, Chennai- 600 002.",,
519,Chennai,UTI,"RAME MADRAS,  61,  Vellachery Road, Ganapathi Bldg. Chennai -600 042",,
520,Chennai,UTI,"CHENNAI PORT TRUST : No.1, Rajajisalai, Chennai-600001.",,
521,Chennai,UTI,"T. NAGAR : Gr. Floor, 47, Thirumalai Pillai Road, Chennai-600 017.",,
522,Chennai,UTI,"ENLET SOFTWARE CITY,  T S 140 Block 2 & 9, CPT Road, Taramani, Chennai - 600 113.",,
523,Chennai,UTI,"Arya Gowda Rd, No. 10, West Mambalam Chennai",,
524,Chennai,UTI,"MAHABALIPURAM ROAD : Mars Software International LTD. , Padur Kelambakkam Post. ",,
525,Chennai,UTI,"MALVIKA CENTER : 144, Kodambakkam High Road, Chennai - 600 034",,
526,Chennai,UTI,"BPCL :Krishna Service Station, 331, Arcot Road, Kodambakkam, Chennai- 600 024.",,
527,Chennai,UTI,"ANNA SALAI : No: 351, Anna Salai, T.Nagar, Chennai - 600 035.",,
528,Chennai,UTI,"ASHOK NGR : Old No.39, I Avenue , Ashok Ngr, Chennai- 600083.",,
529,Chennai,UTI,"ANNA NAGAR :  J 14, III Avenue, Anna Nagar , Chennai- 600 102.",,
530,Chennai,UTI,"WHEELS INDIA LTD. , PADL, Chennai 600 050.",,
531,Chennai,UTI,"SUN TEC CITY, Shopping Mall, Shop no.1, 182/183, Purasawalkam High Road Kilpauk.",,
532,Chennai,UTI,"SONEX TOWER : Plot No. 2054-1, 2nd Avenue, 21 Main Road, Chennai 600 040.",,
533,Chennai,UTI,"BPCL : Ampa Agencies, 105, Nelson Manickam Road, Aminjikarai, Chennai- 600029.",,
534,Chennai,UTI,"HCL Ltd. , Sapna Trade Centre 109, 110, Poonamallee High Road, Chennai- 600 084",,
535,Chennai,UTI,"RAMAPURAM BRANCH : 149, IC/ID, Mount Poonamalles Road, Chennai - 600 089",,
536,Chennai,UTI,"POONAM ALLAE : New No:93, Old No: 88 , Trunk Road, Poonamallee , Chennai 600 056",,
537,Chennai,UTI,"EKKATTUTHANGAL : Old No 145, New No 41, Jawaharlal Nehru Main Road, Ekkattuthangal, Chennai - 600 097.",,
538,Chennai,UTI,"ADYAR : No. 18, M.G. Road, Shastri Nagar, Near Adyar Bus Depot. Chennai - 600 041.",,
539,Chennai,UTI,"BESANT NGR : E-31, 3rd Main Road,Chennai 600 090",,
540,Chennai,UTI,"R M HOSPITAL EXT : UTI Bank Ltd, Srinivasapuram, Tiruvanmiyur,Chennai-600041.",,
541,Chennai,UTI,"MADIPAKKAM : No. 2, Medavakkam High Road, Madipakkam, Chennai - 600 091.",,
542,Chennai,UTI,"ALSTOM, PALLAVARAM : 19/1,GST Road,Pallavaram,Chennai. ",,
543,Chennai,UTI,"PALLAVARAM : Alstom, G.S.T Rd, Pallavaram, Chennai.",,
544,Chennai,IDBI,"Doraiswami Suseeladevi, Old No.2A, New No.9,","3rd Cross Street,",
545,Chennai,IDBI,"1, Sahas Lakshmi Apts,","87, Thirumangalam Road,",
546,CHENNAI,SCG,"NO.6, LATTICE BRIDGE ROAD",,
547,CHENNAI,SCG,GRINDLAYS GARDENS,,
548,CHENNAI,SCG,"19, RAJAJI SALAI",,
549,Chennai,SCG,"Balakrishna Automobiles, 142 St Marys Road, Alwarpet",,
550,Chennai,SCG,"Uma Service Station, 33 Arcot Road, Kodambakkam",,
551,Chennai,SCG,"EKAYARS,23 Venkatanarayana Road, T Nagar",,
552,Chennai,SCG,"Abdul Cader & Co, 355 Cement Road, ",,
553,Chennai,SCG,"Elite Petrol Service Station, 27 Cathedral Road",,
554,CHENNAI,SCG,29-30 RAJA RAJESHWARI TOWERS,,
555,Chennai,BOP,"S-0004, Ground Floor, Alpha wing, Raheja Towers, Mount Road",,
556,Chennai,HDFC,TI Cycles  ,Ambattur ,
557,Chennai,HDFC,Plot No. 8,Arcot Road  , Valsaravakham 
558,Chennai,HDFC,AA-8 ,2nd Avenue  ,Anna Nagar 
559,Chennai,HDFC,ITC Centre,759 Anna Salai ,
560,Chennai,HDFC,No. 40  ,Nungambakkam High Road ,
561,Chennai,HDFC,"Block Y, No. 206 ",5th Avenue   ,Annanagar 
